Date,Surface,Court,Team1,Odd1,Rank1,Pts1,Weight1,Height1,Hand1,Team2,Odd2,Rank2,Pts2,Weight2,Height2,Hand2,Winner
2021-02-03,1,1,Stebe C.M.,4.38,128.0,534.0,70.0,183.0,2,Anderson K.,1.2,82.0,825.0,93.0,203.0,1,2
2021-02-04,1,1,Thompson J.,1.34,52.0,1084.0,73.0,183.0,1,Vilella Martinez M.,3.23,188.0,346.0,74.0,178.0,1,1
2021-02-04,1,1,Alcaraz C.,1.39,146.0,464.0,72.0,185.0,1,Monteiro T.,2.97,83.0,824.0,78.0,183.0,2,2
2021-02-04,1,1,Khachanov K.,2.33,20.0,2245.0,88.0,198.0,1,Anderson K.,1.6,82.0,825.0,93.0,203.0,1,1
2021-02-04,1,1,Bedene A.,3.75,58.0,1055.0,72.0,183.0,1,Sinner J.,1.26,36.0,1464.0,76.0,188.0,1,2
2021-02-04,1,1,Van De Zandschulp B.,2.73,159.0,423.0,83.0,188.0,1,Opelka R.,1.45,40.0,1402.0,100.0,211.0,1,1
2021-02-04,1,1,Caruso S.,2.76,76.0,858.0,80.0,185.0,1,Kecmanovic M.,1.44,42.0,1328.0,75.0,183.0,1,2
2021-02-04,1,1,Travaglia S.,2.25,71.0,894.0,80.0,185.0,1,Bublik A.,1.64,45.0,1220.0,76.0,196.0,1,1
2021-02-05,1,1,Cuevas P.,4.03,70.0,927.0,80.0,180.0,1,Hurkacz H.,1.24,29.0,1735.0,77.0,188.0,1,2
2021-02-05,1,1,Monteiro T.,2.51,83.0,824.0,78.0,183.0,2,Thompson J.,1.51,52.0,1084.0,73.0,183.0,1,1
2021-02-05,1,1,Sinner J.,1.27,36.0,1464.0,76.0,188.0,1,Kecmanovic M.,3.77,42.0,1328.0,75.0,183.0,1,1
2021-02-05,1,1,Van De Zandschulp B.,3.54,159.0,423.0,83.0,188.0,1,Khachanov K.,1.29,20.0,2245.0,88.0,198.0,1,2
2021-02-05,1,1,Travaglia S.,2.9,71.0,894.0,80.0,185.0,1,Hurkacz H.,1.4,29.0,1735.0,77.0,188.0,1,1
2021-02-06,1,1,Monteiro T.,2.12,83.0,824.0,78.0,183.0,2,Travaglia S.,1.72,71.0,894.0,80.0,185.0,1,2
2021-02-06,1,1,Khachanov K.,2.89,20.0,2245.0,88.0,198.0,1,Sinner J.,1.41,36.0,1464.0,76.0,188.0,1,2
2021-02-07,1,1,Sinner J.,1.23,36.0,1464.0,76.0,188.0,1,Travaglia S.,4.21,71.0,894.0,80.0,185.0,1,1
2021-02-01,1,1,Tiafoe F.,1.39,62.0,1005.0,77.0,188.0,1,Moutet C.,2.93,80.0,838.0,71.0,175.0,2,2
2021-02-01,1,1,Harris L.,1.74,91.0,793.0,80.0,193.0,1,Gerasimov E.,2.09,78.0,840.0,84.0,183.0,1,2
2021-02-01,1,1,Norrie C.,2.14,67.0,935.0,80.0,188.0,2,Paul T.,1.7,53.0,1080.0,78.0,185.0,1,2
2021-02-01,1,1,Mcdonald M.,2.65,194.0,335.0,73.0,178.0,1,Gasquet R.,1.47,48.0,1155.0,75.0,185.0,1,1
2021-02-01,1,1,Coria F.,3.55,92.0,783.0,73.0,180.0,1,Albot R.,1.29,85.0,817.0,69.0,175.0,1,1
2021-02-01,1,1,Kubler J.,2.92,265.0,210.0,74.0,178.0,1,Sonego L.,1.4,34.0,1588.0,76.0,191.0,1,1
2021-02-01,1,1,Fucsovics M.,1.16,55.0,1072.0,82.0,188.0,1,Cecchinato M.,5.03,79.0,838.0,78.0,185.0,1,1
2021-02-01,1,1,Kokkinakis T.,1.41,266.0,209.0,82.0,196.0,1,Bolt A.,2.89,174.0,380.0,84.0,183.0,2,2
2021-02-01,1,1,Nagal S.,3.52,139.0,480.0,69.0,178.0,1,Berankis R.,1.29,72.0,889.0,70.0,175.0,1,2
2021-02-01,1,1,Chardy J.,2.25,66.0,950.0,75.0,188.0,1,Cilic M.,1.63,43.0,1325.0,89.0,198.0,1,1
2021-02-01,1,1,Polmans M.,1.43,125.0,546.0,77.0,188.0,1,Bourchier H.,2.78,324.0,138.0,78.0,185.0,1,2
2021-02-01,1,1,Ymer M.,2.74,95.0,775.0,75.0,183.0,1,Mannarino A.,1.44,35.0,1561.0,70.0,180.0,2,2
2021-02-02,1,1,Mmoh M.,1.73,177.0,368.0,85.0,185.0,1,Giron M.,2.11,73.0,884.0,77.0,180.0,1,2
2021-02-02,1,1,Machac T.,1.56,197.0,333.0,74.0,183.0,1,Duckworth J.,2.42,105.0,709.0,82.0,183.0,1,2
2021-02-02,1,1,Londero J.I.,2.64,81.0,832.0,70.0,180.0,1,Kukushkin M.,1.48,90.0,796.0,72.0,183.0,1,2
2021-02-02,1,1,Halys Q.,1.56,206.0,310.0,78.0,191.0,1,Sugita Y.,2.45,104.0,721.0,70.0,175.0,1,2
2021-02-02,1,1,Muller A.,5.68,209.0,305.0,75.0,183.0,1,Kyrgios N.,1.13,47.0,1170.0,85.0,193.0,1,2
2021-02-02,1,1,Daniel T.,1.39,117.0,591.0,76.0,191.0,1,Harris A.,2.97,232.0,251.0,81.0,183.0,1,2
2021-02-02,1,1,Ymer E.,2.81,204.0,314.0,78.0,183.0,1,Simon G.,1.42,64.0,990.0,70.0,183.0,1,2
2021-02-02,1,1,Troicki V.,3.45,202.0,326.0,86.0,193.0,1,Ruusuvuori E.,1.3,86.0,816.0,79.0,188.0,1,2
2021-02-02,1,1,Berankis R.,1.48,72.0,889.0,70.0,175.0,1,Kubler J.,2.62,265.0,210.0,74.0,178.0,1,1
2021-02-02,1,1,Gerasimov E.,1.46,78.0,840.0,84.0,183.0,1,Fucsovics M.,1.54,55.0,1072.0,82.0,188.0,1,1
2021-02-02,1,1,Mannarino A.,1.73,35.0,1561.0,70.0,180.0,2,Giron M.,2.11,73.0,884.0,77.0,180.0,1,2
2021-02-02,1,1,Evans D.,1.15,33.0,1589.0,75.0,175.0,1,Sousa P.,5.3,108.0,698.0,70.0,178.0,1,1
2021-02-03,1,1,Bolt A.,3.1,174.0,380.0,84.0,183.0,2,Mcdonald M.,1.36,194.0,335.0,73.0,178.0,1,1
2021-02-03,1,1,Paul T.,1.49,53.0,1080.0,78.0,185.0,1,Popyrin A.,2.6,114.0,631.0,78.0,196.0,1,2
2021-02-03,1,1,Kukushkin M.,3.16,90.0,796.0,72.0,183.0,1,Wawrinka S.,1.35,18.0,2365.0,81.0,183.0,1,2
2021-02-03,1,1,Humbert U.,1.32,32.0,1671.0,73.0,188.0,2,Duckworth J.,3.36,105.0,709.0,82.0,183.0,1,2
2021-02-03,1,1,Ruud C.,1.77,27.0,1739.0,77.0,183.0,1,Vesely J.,2.04,69.0,928.0,92.0,198.0,2,2
2021-02-03,1,1,Chardy J.,1.98,66.0,950.0,75.0,188.0,1,Simon G.,1.81,64.0,990.0,70.0,183.0,1,1
2021-02-03,1,1,Coric B.,1.65,25.0,1855.0,79.0,185.0,1,Ruusuvuori E.,2.21,86.0,816.0,79.0,188.0,1,1
2021-02-03,1,1,Kyrgios N.,1.13,47.0,1170.0,85.0,193.0,1,Bourchier H.,5.72,324.0,138.0,78.0,185.0,1,1
2021-02-03,1,1,Sugita Y.,5.5,104.0,721.0,70.0,175.0,1,Auger-Aliassime F.,1.14,21.0,2241.0,84.0,188.0,1,2
2021-02-03,1,1,Coria F.,5.69,92.0,783.0,73.0,180.0,1,Fritz T.,1.13,30.0,1695.0,84.0,193.0,1,2
2021-02-03,1,1,Dimitrov G.,1.15,19.0,2260.0,80.0,191.0,1,Harris A.,5.36,232.0,251.0,81.0,183.0,1,1
2021-02-03,1,1,Moutet C.,1.48,80.0,838.0,71.0,175.0,2,Ramos-Vinolas A.,2.62,46.0,1210.0,80.0,188.0,2,1
2021-02-05,1,1,Coric B.,1.75,25.0,1855.0,79.0,185.0,1,Kyrgios N.,2.07,47.0,1170.0,85.0,193.0,1,1
2021-02-05,1,1,Giron M.,2.49,73.0,884.0,77.0,180.0,1,Evans D.,1.52,33.0,1589.0,75.0,175.0,1,2
2021-02-05,1,1,Chardy J.,2.29,66.0,950.0,75.0,188.0,1,Fritz T.,1.62,30.0,1695.0,84.0,193.0,1,1
2021-02-05,1,1,Moutet C.,1.73,80.0,838.0,71.0,175.0,2,Duckworth J.,2.1,105.0,709.0,82.0,183.0,1,1
2021-02-05,1,1,Vesely J.,2.02,69.0,928.0,92.0,198.0,2,Berankis R.,1.79,72.0,889.0,70.0,175.0,1,1
2021-02-05,1,1,Wawrinka S.,1.29,18.0,2365.0,81.0,183.0,1,Bolt A.,3.55,174.0,380.0,84.0,183.0,2,1
2021-02-05,1,1,Auger-Aliassime F.,1.37,21.0,2241.0,84.0,188.0,1,Gerasimov E.,3.06,78.0,840.0,84.0,183.0,1,1
2021-02-05,1,1,Popyrin A.,3.13,114.0,631.0,78.0,196.0,1,Dimitrov G.,1.36,19.0,2260.0,80.0,191.0,1,2
2021-02-05,1,1,Evans D.,2.66,33.0,1589.0,75.0,175.0,1,Coric B.,1.48,25.0,1855.0,79.0,185.0,1,1
2021-02-05,1,1,Chardy J.,1.88,66.0,950.0,75.0,188.0,1,Wawrinka S.,1.9,18.0,2365.0,81.0,183.0,1,1
2021-02-05,1,1,Vesely J.,2.57,69.0,928.0,92.0,198.0,2,Auger-Aliassime F.,1.51,21.0,2241.0,84.0,188.0,1,2
2021-02-05,1,1,Moutet C.,3.05,80.0,838.0,71.0,175.0,2,Dimitrov G.,1.42,19.0,2260.0,80.0,191.0,1,1
2021-02-06,1,1,Chardy J.,2.12,66.0,950.0,75.0,188.0,1,Evans D.,1.72,33.0,1589.0,75.0,175.0,1,2
2021-02-06,1,1,Auger-Aliassime F.,1.38,21.0,2241.0,84.0,188.0,1,Moutet C.,3.03,80.0,838.0,71.0,175.0,2,1
2021-02-07,1,1,Auger-Aliassime F.,1.65,21.0,2241.0,84.0,188.0,1,Evans D.,2.25,33.0,1589.0,75.0,175.0,1,2
2021-02-08,1,1,Raonic M.,1.01,14.0,2630.0,98.0,196.0,1,Coria F.,21.38,92.0,785.0,73.0,180.0,1,1
2021-02-08,1,1,Mannarino A.,1.68,36.0,1561.0,70.0,180.0,2,Novak D.,2.19,98.0,752.0,80.0,183.0,1,1
2021-02-08,1,1,Ruusuvuori E.,1.56,86.0,816.0,79.0,188.0,1,Monfils G.,2.42,11.0,2860.0,80.0,193.0,1,1
2021-02-08,1,1,Moutet C.,2.78,71.0,928.0,71.0,175.0,2,Millman J.,1.44,39.0,1421.0,79.0,183.0,1,1
2021-02-08,1,1,Opelka R.,1.04,38.0,1422.0,100.0,211.0,1,Lu Y.,11.4,1009.0,10.0,74.0,180.0,1,1
2021-02-08,1,1,Sousa P.,8.13,107.0,701.0,70.0,178.0,1,Wawrinka S.,1.08,18.0,2365.0,81.0,183.0,1,2
2021-02-08,1,1,Bolt A.,1.74,166.0,400.0,84.0,183.0,2,Gombos N.,2.09,89.0,797.0,85.0,196.0,1,1
2021-02-08,1,1,Nishioka Y.,1.38,58.0,1062.0,64.0,170.0,2,Martinez P.,3.0,87.0,810.0,76.0,185.0,1,2
2021-02-08,1,1,Fritz T.,1.15,31.0,1695.0,84.0,193.0,1,Ramos-Vinolas A.,5.47,46.0,1210.0,80.0,188.0,2,1
2021-02-08,1,1,Fucsovics M.,1.19,55.0,1072.0,82.0,188.0,1,Polmans M.,4.58,126.0,546.0,77.0,188.0,1,1
2021-02-08,1,1,Thiem D.,1.02,3.0,9125.0,82.0,185.0,1,Kukushkin M.,15.11,90.0,796.0,72.0,183.0,1,1
2021-02-08,1,1,Karatsev A.,1.24,114.0,642.0,85.0,185.0,1,Mager G.,4.0,96.0,770.0,81.0,96.0,1,1
2021-02-08,1,1,Majchrzak K.,2.87,109.0,690.0,78.0,180.0,1,Kecmanovic M.,1.42,41.0,1353.0,75.0,183.0,1,2
2021-02-08,1,1,Giron M.,9.63,75.0,889.0,77.0,180.0,1,Zverev A.,1.06,7.0,5615.0,86.0,198.0,1,2
2021-02-08,1,1,Bublik A.,1.95,45.0,1220.0,76.0,196.0,1,Bedene A.,1.86,57.0,1065.0,72.0,183.0,1,1
2021-02-08,1,1,Gerasimov E.,1.15,79.0,854.0,84.0,183.0,1,Paire B.,5.36,29.0,1738.0,80.0,196.0,1,1
2021-02-08,1,1,Duckworth J.,1.38,105.0,721.0,82.0,183.0,1,Dzumhur D.,3.02,120.0,572.0,70.0,175.0,1,1
2021-02-08,1,1,Humbert U.,1.14,34.0,1671.0,73.0,188.0,2,Uchiyama Y.,5.8,106.0,701.0,78.0,183.0,1,1
2021-02-08,1,1,Muller A.,1.83,210.0,305.0,75.0,183.0,1,Londero J.I.,1.99,83.0,832.0,70.0,180.0,1,1
2021-02-08,1,1,Carreno Busta P.,1.3,16.0,2585.0,78.0,188.0,1,Nishikori K.,3.51,42.0,1345.0,75.0,178.0,1,1
2021-02-08,1,1,Travaglia S.,3.55,60.0,1024.0,80.0,185.0,1,Tiafoe F.,1.29,64.0,1005.0,77.0,188.0,1,2
2021-02-08,1,1,Dimitrov G.,1.52,21.0,2260.0,80.0,191.0,1,Cilic M.,2.54,43.0,1325.0,89.0,198.0,1,1
2021-02-08,1,1,Dellien H.,4.42,112.0,646.0,75.0,180.0,1,Koepfer D.,1.21,70.0,931.0,79.0,180.0,2,2
2021-02-08,1,1,Lajovic D.,1.35,27.0,1785.0,78.0,183.0,1,Stakhovsky S.,3.18,200.0,332.0,80.0,193.0,1,1
2021-02-08,1,1,Auger-Aliassime F.,1.14,19.0,2346.0,84.0,188.0,1,Stebe C.M.,5.64,129.0,539.0,70.0,183.0,2,1
2021-02-08,1,1,Schwartzman D.,1.04,9.0,3480.0,64.0,170.0,1,Ymer E.,11.74,205.0,314.0,78.0,183.0,1,1
2021-02-08,1,1,Tomic B.,2.11,233.0,253.0,91.0,196.0,1,Sugita Y.,1.73,104.0,723.0,70.0,175.0,1,1
2021-02-08,1,1,Cressy M.,2.14,172.0,389.0,91.0,198.0,1,Daniel T.,1.71,118.0,591.0,76.0,191.0,1,1
2021-02-08,1,1,Djokovic N.,1.01,1.0,12030.0,77.0,188.0,1,Chardy J.,23.28,61.0,1020.0,75.0,188.0,1,1
2021-02-08,1,1,Shapovalov D.,1.46,12.0,2830.0,76.0,183.0,2,Sinner J.,2.7,32.0,1694.0,76.0,188.0,1,1
2021-02-09,1,1,Harris L.,1.37,91.0,793.0,80.0,193.0,1,Torpegaard M.,3.07,188.0,350.0,84.0,193.0,1,1
2021-02-09,1,1,Cecchinato M.,3.16,82.0,838.0,78.0,185.0,1,Mcdonald M.,1.35,192.0,345.0,73.0,178.0,1,2
2021-02-09,1,1,Monteiro T.,1.22,74.0,894.0,78.0,183.0,2,Martin A.,4.24,103.0,734.0,73.0,175.0,1,1
2021-02-09,1,1,Struff J.L.,1.22,37.0,1495.0,87.0,196.0,1,O Connell C.,4.29,121.0,568.0,78.0,183.0,1,2
2021-02-09,1,1,Pella G.,5.34,44.0,1310.0,83.0,185.0,2,Coric B.,1.16,25.0,1855.0,79.0,185.0,1,2
2021-02-09,1,1,Van De Zandschulp B.,2.15,151.0,461.0,83.0,188.0,1,Alcaraz C.,1.7,141.0,484.0,72.0,185.0,1,2
2021-02-09,1,1,Hurkacz H.,1.18,30.0,1735.0,77.0,188.0,1,Ymer M.,4.85,95.0,775.0,75.0,183.0,1,2
2021-02-09,1,1,Rublev A.,1.01,8.0,4429.0,68.0,188.0,1,Hanfmann Y.,19.82,102.0,736.0,84.0,193.0,1,1
2021-02-09,1,1,Popyrin A.,2.93,113.0,643.0,78.0,196.0,1,Goffin D.,1.4,15.0,2600.0,68.0,180.0,1,1
2021-02-09,1,1,Khachanov K.,1.1,20.0,2290.0,88.0,198.0,1,Vukic A.,6.93,196.0,341.0,85.0,188.0,1,1
2021-02-09,1,1,Albot R.,11.43,85.0,817.0,69.0,175.0,1,Bautista Agut R.,1.04,13.0,2710.0,76.0,183.0,1,1
2021-02-09,1,1,Cuevas P.,1.67,72.0,927.0,80.0,180.0,1,Seppi A.,2.2,108.0,699.0,75.0,191.0,1,1
2021-02-09,1,1,Haase R.,4.47,197.0,340.0,71.0,191.0,1,Krajinovic F.,1.2,33.0,1673.0,75.0,185.0,1,2
2021-02-09,1,1,Halys Q.,1.45,207.0,310.0,78.0,191.0,1,Andujar P.,2.75,59.0,1044.0,76.0,180.0,1,2
2021-02-09,1,1,Berankis R.,1.12,73.0,909.0,70.0,175.0,1,Nagal S.,6.45,144.0,480.0,69.0,178.0,1,1
2021-02-09,1,1,Pospisil V.,11.62,63.0,1013.0,84.0,193.0,1,Medvedev D.,1.04,4.0,8715.0,81.0,198.0,1,2
2021-02-09,1,1,Sonego L.,1.8,35.0,1588.0,76.0,191.0,1,Querrey S.,2.01,52.0,1085.0,95.0,198.0,1,1
2021-02-09,1,1,Paul T.,1.22,53.0,1080.0,78.0,185.0,1,Basilashvili N.,4.27,40.0,1405.0,79.0,185.0,1,1
2021-02-09,1,1,Nadal R.,1.01,2.0,9850.0,85.0,185.0,2,Djere L.,19.14,56.0,1068.0,80.0,185.0,1,1
2021-02-09,1,1,Laaksonen H.,2.47,139.0,492.0,78.0,185.0,1,Caruso S.,1.54,78.0,863.0,80.0,185.0,1,2
2021-02-09,1,1,Troicki V.,2.28,202.0,326.0,86.0,193.0,1,Mmoh M.,1.63,177.0,368.0,85.0,185.0,1,2
2021-02-09,1,1,De Minaur A.,1.12,23.0,2065.0,69.0,180.0,1,Sandgren T.,6.3,51.0,1091.0,87.0,188.0,1,1
2021-02-09,1,1,Carballes Baena R.,1.09,99.0,751.0,76.0,180.0,1,Balazs A.,7.43,94.0,779.0,78.0,180.0,1,1
2021-02-09,1,1,Evans D.,1.39,26.0,1794.0,75.0,175.0,1,Norrie C.,3.0,69.0,935.0,80.0,188.0,2,2
2021-02-09,1,1,Machac T.,1.45,199.0,333.0,74.0,183.0,1,Vilella Martinez M.,2.74,181.0,359.0,74.0,178.0,1,1
2021-02-09,1,1,Fognini F.,1.69,17.0,2535.0,74.0,178.0,1,Herbert P.H.,2.16,84.0,822.0,79.0,188.0,1,1
2021-02-09,1,1,Ruud C.,1.8,28.0,1739.0,77.0,183.0,1,Thompson J.,2.01,49.0,1113.0,73.0,183.0,1,1
2021-02-09,1,1,Kwon S.W.,2.21,97.0,768.0,72.0,180.0,1,Kokkinakis T.,1.67,267.0,209.0,82.0,196.0,1,2
2021-02-09,1,1,Berrettini M.,1.35,10.0,3345.0,95.0,196.0,1,Anderson K.,3.22,81.0,845.0,93.0,203.0,1,1
2021-02-09,1,1,Safiullin R.,1.61,183.0,357.0,75.0,185.0,1,Ivashka I.,2.33,110.0,681.0,83.0,196.0,1,1
2021-02-09,1,1,Simon G.,11.11,66.0,990.0,70.0,183.0,1,Tsitsipas S.,1.04,6.0,5965.0,83.0,193.0,1,2
2021-02-10,1,1,Gerasimov E.,2.39,79.0,854.0,84.0,183.0,1,Karatsev A.,1.58,114.0,642.0,85.0,185.0,1,2
2021-02-10,1,1,Wawrinka S.,1.41,18.0,2365.0,81.0,183.0,1,Fucsovics M.,2.9,55.0,1072.0,82.0,188.0,1,2
2021-02-10,1,1,Martinez P.,2.96,87.0,810.0,76.0,185.0,1,Ruusuvuori E.,1.4,86.0,816.0,79.0,188.0,1,1
2021-02-10,1,1,Auger-Aliassime F.,1.21,19.0,2346.0,84.0,188.0,1,Duckworth J.,4.43,105.0,721.0,82.0,183.0,1,1
2021-02-10,1,1,Schwartzman D.,1.08,9.0,3480.0,64.0,170.0,1,Muller A.,8.26,210.0,305.0,75.0,183.0,1,1
2021-02-10,1,1,Raonic M.,1.13,14.0,2630.0,98.0,196.0,1,Moutet C.,6.14,71.0,928.0,71.0,175.0,2,1
2021-02-10,1,1,Tiafoe F.,19.55,64.0,1005.0,77.0,188.0,1,Djokovic N.,1.01,1.0,12030.0,77.0,188.0,1,2
2021-02-10,1,1,Koepfer D.,11.65,70.0,931.0,79.0,180.0,2,Thiem D.,1.04,3.0,9125.0,82.0,185.0,1,2
2021-02-10,1,1,Lajovic D.,2.94,27.0,1785.0,78.0,183.0,1,Bublik A.,1.41,45.0,1220.0,76.0,196.0,1,1
2021-02-10,1,1,Fritz T.,1.7,31.0,1695.0,84.0,193.0,1,Opelka R.,2.15,38.0,1422.0,100.0,211.0,1,1
2021-02-10,1,1,Tomic B.,8.37,233.0,253.0,91.0,196.0,1,Shapovalov D.,1.07,12.0,2830.0,76.0,183.0,2,2
2021-02-10,1,1,Kecmanovic M.,1.7,41.0,1353.0,75.0,183.0,1,Mannarino A.,2.17,36.0,1561.0,70.0,180.0,2,2
2021-02-10,1,1,Carreno Busta P.,1.2,16.0,2585.0,78.0,188.0,1,Vesely J.,4.57,68.0,958.0,92.0,198.0,2,1
2021-02-10,1,1,Humbert U.,2.02,34.0,1671.0,73.0,188.0,2,Kyrgios N.,1.79,47.0,1190.0,85.0,193.0,1,2
2021-02-10,1,1,Cressy M.,9.84,172.0,389.0,91.0,198.0,1,Zverev A.,1.06,7.0,5615.0,86.0,198.0,1,2
2021-02-10,1,1,Bolt A.,4.5,166.0,400.0,84.0,183.0,2,Dimitrov G.,1.2,21.0,2260.0,80.0,191.0,1,2
2021-02-11,1,1,Lopez F.,3.92,65.0,998.0,73.0,185.0,2,Sonego L.,1.25,35.0,1588.0,76.0,191.0,1,1
2021-02-11,1,1,Monteiro T.,12.39,74.0,894.0,78.0,183.0,2,Rublev A.,1.03,8.0,4429.0,68.0,188.0,1,2
2021-02-11,1,1,Harris L.,1.64,91.0,793.0,80.0,193.0,1,Popyrin A.,2.25,113.0,643.0,78.0,196.0,1,1
2021-02-11,1,1,Alcaraz C.,1.52,141.0,484.0,72.0,185.0,1,Ymer M.,2.53,95.0,775.0,75.0,183.0,1,2
2021-02-11,1,1,Ruud C.,1.72,28.0,1739.0,77.0,183.0,1,Paul T.,2.11,53.0,1080.0,78.0,185.0,1,1
2021-02-11,1,1,Berankis R.,3.79,73.0,909.0,70.0,175.0,1,Khachanov K.,1.26,20.0,2290.0,88.0,198.0,1,2
2021-02-11,1,1,Andujar P.,6.12,59.0,1044.0,76.0,180.0,1,Krajinovic F.,1.12,33.0,1673.0,75.0,185.0,1,2
2021-02-11,1,1,Tsitsipas S.,1.09,6.0,5965.0,83.0,193.0,1,Kokkinakis T.,7.48,267.0,209.0,82.0,196.0,1,1
2021-02-11,1,1,Machac T.,9.51,199.0,333.0,74.0,183.0,1,Berrettini M.,1.06,10.0,3345.0,95.0,196.0,1,2
2021-02-11,1,1,Coric B.,1.18,25.0,1855.0,79.0,185.0,1,Mcdonald M.,4.73,192.0,345.0,73.0,178.0,1,2
2021-02-11,1,1,Albot R.,2.45,85.0,817.0,69.0,175.0,1,O Connell C.,1.55,121.0,568.0,78.0,183.0,1,1
2021-02-11,1,1,Caruso S.,2.8,78.0,863.0,80.0,185.0,1,Fognini F.,1.43,17.0,2535.0,74.0,178.0,1,2
2021-02-11,1,1,Norrie C.,1.37,69.0,935.0,80.0,188.0,2,Safiullin R.,3.11,183.0,357.0,75.0,185.0,1,1
2021-02-11,1,1,Cuevas P.,8.23,72.0,927.0,80.0,180.0,1,De Minaur A.,1.07,23.0,2065.0,69.0,180.0,1,2
2021-02-11,1,1,Carballes Baena R.,21.79,99.0,751.0,76.0,180.0,1,Medvedev D.,1.01,4.0,8715.0,81.0,198.0,1,2
2021-02-11,1,1,Mmoh M.,18.7,177.0,368.0,85.0,185.0,1,Nadal R.,1.01,2.0,9850.0,85.0,185.0,2,2
2021-02-12,1,1,Dimitrov G.,1.75,21.0,2260.0,80.0,191.0,1,Carreno Busta P.,2.08,16.0,2585.0,78.0,188.0,1,1
2021-02-12,1,1,Zverev A.,1.14,7.0,5615.0,86.0,198.0,1,Mannarino A.,5.68,36.0,1561.0,70.0,180.0,2,1
2021-02-12,1,1,Lajovic D.,1.73,27.0,1785.0,78.0,183.0,1,Martinez P.,2.11,87.0,810.0,76.0,185.0,1,1
2021-02-12,1,1,Schwartzman D.,1.33,9.0,3480.0,64.0,170.0,1,Karatsev A.,3.33,114.0,642.0,85.0,185.0,1,2
2021-02-12,1,1,Fucsovics M.,6.02,55.0,1072.0,82.0,188.0,1,Raonic M.,1.13,14.0,2630.0,98.0,196.0,1,2
2021-02-12,1,1,Auger-Aliassime F.,2.72,19.0,2346.0,84.0,188.0,1,Shapovalov D.,1.46,12.0,2830.0,76.0,183.0,2,1
2021-02-12,1,1,Thiem D.,1.25,3.0,9125.0,82.0,185.0,1,Kyrgios N.,3.95,47.0,1190.0,85.0,193.0,1,1
2021-02-12,1,1,Djokovic N.,1.01,1.0,12030.0,77.0,188.0,1,Fritz T.,19.34,31.0,1695.0,84.0,193.0,1,1
2021-02-13,1,1,Albot R.,3.4,85.0,817.0,69.0,175.0,1,Ruud C.,1.32,28.0,1739.0,77.0,183.0,1,2
2021-02-13,1,1,Harris L.,1.75,91.0,793.0,80.0,193.0,1,Mcdonald M.,2.09,192.0,345.0,73.0,178.0,1,2
2021-02-13,1,1,Medvedev D.,1.05,4.0,8715.0,81.0,198.0,1,Krajinovic F.,10.07,33.0,1673.0,75.0,185.0,1,1
2021-02-13,1,1,Ymer M.,12.17,95.0,775.0,75.0,183.0,1,Tsitsipas S.,1.04,6.0,5965.0,83.0,193.0,1,2
2021-02-13,1,1,Rublev A.,1.03,8.0,4429.0,68.0,188.0,1,Lopez F.,13.97,65.0,998.0,73.0,185.0,2,1
2021-02-13,1,1,Khachanov K.,2.95,20.0,2290.0,88.0,198.0,1,Berrettini M.,1.4,10.0,3345.0,95.0,196.0,1,2
2021-02-13,1,1,De Minaur A.,1.14,23.0,2065.0,69.0,180.0,1,Fognini F.,5.59,17.0,2535.0,74.0,178.0,1,2
2021-02-13,1,1,Norrie C.,15.15,69.0,935.0,80.0,188.0,2,Nadal R.,1.02,2.0,9850.0,85.0,185.0,2,2
2021-02-14,1,1,Karatsev A.,2.53,114.0,642.0,85.0,185.0,1,Auger-Aliassime F.,1.52,19.0,2346.0,84.0,188.0,1,1
2021-02-14,1,1,Dimitrov G.,3.45,21.0,2260.0,80.0,191.0,1,Thiem D.,1.31,3.0,9125.0,82.0,185.0,1,1
2021-02-14,1,1,Zverev A.,1.06,7.0,5615.0,86.0,198.0,1,Lajovic D.,9.75,27.0,1785.0,78.0,183.0,1,1
2021-02-14,1,1,Djokovic N.,1.46,1.0,12030.0,77.0,188.0,1,Raonic M.,2.73,14.0,2630.0,98.0,196.0,1,1
2021-02-15,1,1,Medvedev D.,1.04,4.0,8715.0,81.0,198.0,1,Mcdonald M.,12.13,192.0,345.0,73.0,178.0,1,1
2021-02-15,1,1,Rublev A.,1.09,8.0,4429.0,68.0,188.0,1,Ruud C.,7.46,28.0,1739.0,77.0,183.0,1,1
2021-02-15,1,1,Fognini F.,5.43,17.0,2535.0,74.0,178.0,1,Nadal R.,1.15,2.0,9850.0,85.0,185.0,2,2
2021-02-15,1,1,Berrettini M.,3.9,10.0,3345.0,95.0,196.0,1,Tsitsipas S.,1.26,6.0,5965.0,83.0,193.0,1,2
2021-02-16,1,1,Karatsev A.,3.42,114.0,642.0,85.0,185.0,1,Dimitrov G.,1.32,21.0,2260.0,80.0,191.0,1,1
2021-02-16,1,1,Zverev A.,2.4,7.0,5615.0,86.0,198.0,1,Djokovic N.,1.58,1.0,12030.0,77.0,188.0,1,2
2021-02-17,1,1,Rublev A.,2.89,8.0,4429.0,68.0,188.0,1,Medvedev D.,1.42,4.0,8715.0,81.0,198.0,1,2
2021-02-17,1,1,Tsitsipas S.,2.9,6.0,5965.0,83.0,193.0,1,Nadal R.,1.42,2.0,9850.0,85.0,185.0,2,1
